GISJOIN,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,ZIP,YEAR,POP,POPDENS,P0_44,PER0_44,P45_64,PER45_64,P65_,PER65,PERW,WNH,PERHIS,HISPNH,PERBLK,BLKNH,PERASN,PERAUTO,PERTRAN,PERPEDB,PERTELE,PERBACH,MEDINC,PERNCITZ,PERASSIS,PEROFFTC,PERHSRV,PERPSRV,PERFOOD,PERCLEAN,PERTROCC,PERHU1,PERHU2_9,PERHU10p,PERMOBH,PERNOINS,PERNOBB,NYDUM,CASE4_11,CASE4_16,TEST4_16,CASE_5_1,TEST_5_1
G10001,10001,10001,B5,G6350,S,1591485,0,40.7506364,-73.9971766,8888.364626,1591485.818,10001,2014-2018,22924,0.014404157,13968,0.609317746,5556,0.242366079,3400,0.148316175,0.531408131,1,0.141598325,0,0.056229279,0,0.25,0.040799159,0.49660007,0.359551349,0.064423414,0.680177926,88526,0.153856221,0.105944815,0.680571031,0.022284123,0.003342618,0.035027855,0.032520891,0.018593315,0.016123329,0.052047239,0.931829432,0,0.043098936,0.1250905,1,,,,304,826
G10002,10002,10002,B5,G6350,S,2275172,0,40.7157758,-73.9862109,6633.373984,2275180.205,10002,2014-2018,74993,0.032961464,38639,0.515234755,20544,0.273945568,15810,0.210819677,0.219647167,0,0.271892043,0,0.069993199,0,0.411331724,0.086422388,0.545787099,0.305054262,0.042372881,0.339587559,35859,0.165442108,0.334585569,0.464541334,0.067100084,0.019682691,0.094417273,0.040826673,0.029195992,0.008789609,0.086216549,0.904461986,0.000223939,0.059233496,0.448807394,1,,,,848,1910
G10003,10003,10003,B5,G6350,S,1493004,0,40.7318292,-73.9891809,5804.939139,1492999.467,10003,2014-2018,54682,0.036625488,37842,0.692037599,10407,0.190318569,6433,0.117643832,0.704454848,1,0.082403716,0,0.054149446,0,0.134706119,0.058900605,0.511293442,0.313595807,0.076807887,0.801835966,112131,0.124172488,0.026029704,0.641445947,0.01423103,0.006945731,0.029480768,0.009600543,0.003364821,0.02254178,0.116206763,0.861251457,0,0.039065078,0.13623488,1,,,,389,1156
G10004,10004,10004,B5,G6350,S,1394739,10096,40.6888735,-74.0182129,15857.79749,1394743.929,10004,2014-2018,3028,0.002171016,1838,0.607001321,962,0.317701453,228,0.075297226,0.605680317,1,0.036988111,0,0.015521797,0,0.296895641,0.084745763,0.543341404,0.246489104,0.117675545,0.904201021,157645,0.185931308,0,0.757707129,0.00433526,0.00433526,0.004816956,0,0,0.01028518,0.031790556,0.957924264,0,0.049207398,0.013863773,1,,,,26,82
G10005,10005,10005,B5,G6350,S,188254,0,40.7060041,-74.0087853,2739.45603,188251.813,10005,2014-2018,8831,0.046910026,7674,0.86898426,1045,0.118333145,112,0.012682595,0.694372098,1,0.068848375,0,0.024799004,0,0.169516476,0.018067792,0.628490369,0.299089144,0.043601613,0.884451868,173333,0.139961499,0.001828989,0.751848566,0.000147885,0,0.017302573,0.005028098,0.000591541,0.003939123,0.001969561,0.994091316,0,0.026837278,0.012345679,1,,,,53,197
G10006,10006,10006,B5,G6350,S,241687,0,40.709627,-74.0129717,2286.291733,241689.7199,10006,2014-2018,3454,0.014291211,2868,0.830341633,570,0.165026057,16,0.00463231,0.632020845,1,0.119861031,0,0.010422698,0,0.198899826,0.048951049,0.565268065,0.309246309,0.07031857,0.927911275,176250,0.157209033,0,0.749527767,0,0.00982244,0.031734039,0,0,0.011096884,0.027742211,0.961160905,0,0.020845397,0.074136009,1,,,,21,86
G10007,10007,10007,B5,G6350,S,413125,0,40.7138577,-74.0077768,4335.370368,413127.4024,10007,2014-2018,7023,0.016999697,4755,0.677061085,1834,0.261141962,434,0.061796953,0.719920262,1,0.08258579,0,0.041862452,0,0.117613555,0.061893522,0.553894571,0.27852085,0.046682402,0.799924854,246813,0.135269828,0.027462468,0.711513244,0,0.004196171,0.024652505,0.009441385,0,0.004456328,0.124480095,0.871063577,0,0.006523469,0.027096302,1,,,,45,189
G10009,10009,10009,B5,G6350,S,1597616,0,40.7263986,-73.9786335,5306.931569,1597613.844,10009,2014-2018,57925,0.036257148,35365,0.610530859,13723,0.236909797,8837,0.152559344,0.512334916,1,0.247682348,0,0.085213638,0,0.128234786,0.050766101,0.590406256,0.273634688,0.060239049,0.594757084,61548,0.107276651,0.171387244,0.596289945,0.025097428,0.008885425,0.036570538,0.024193297,0.010693687,0.005656217,0.091841626,0.901958905,0.000543252,0.056075573,0.331001076,1,,,,601,1664
G10010,10010,10010,B5,G6350,S,988467,0,40.7391043,-73.9824552,7513.076394,988461.2656,10010,2014-2018,33730,0.034123547,22378,0.663445004,6629,0.196531278,4723,0.140023718,0.639490068,1,0.109783575,0,0.051230359,0,0.171153276,0.055061476,0.555814745,0.292559654,0.068377314,0.783906503,117923,0.105840498,0.05942648,0.705319872,0.018396272,0.003203572,0.00995049,0.010484419,0.003106495,0.031400054,0.039115187,0.927326679,0,0.035648286,0.118303844,1,,,,228,833
G10011,10011,10011,B5,G6350,S,1714096,0,40.7420427,-74.0006197,11259.59653,1714099.098,10011,2014-2018,50472,0.029445259,28588,0.566413061,13718,0.271794262,8166,0.161792677,0.714752734,1,0.113013156,0,0.047194484,0,0.091674592,0.063048296,0.552621194,0.275900798,0.070303251,0.787936643,128613,0.126941671,0.079923098,0.657792072,0.007296227,0.015039161,0.014056404,0.011376158,0.005598737,0.02883674,0.116889667,0.848755451,0.002225057,0.037075385,0.090497116,1,,,,453,1199
G10012,10012,10012,B5,G6350,S,837302,0,40.7255806,-73.9980784,3810.748423,837300.8642,10012,2014-2018,23411,0.027960043,15737,0.672205374,4352,0.185895519,3322,0.141899107,0.697620777,1,0.063816155,0,0.025458118,0,0.173209175,0.046220214,0.511092851,0.32812928,0.086072309,0.804622647,109037,0.151509974,0.048168757,0.644348062,0.005218216,0.005557062,0.022567091,0.006099214,0.00704798,0.011599772,0.163606604,0.824793624,0,0.05079677,0.127148908,1,,,,140,461
G10013,10013,10013,B5,G6350,S,1425086,0,40.7201028,-74.0049013,6953.593444,1425088.961,10013,2014-2018,28709,0.020145451,17565,0.611829043,6692,0.233097635,4452,0.155073322,0.523947194,1,0.060190184,0,0.036364903,0,0.332474137,0.063273817,0.453212564,0.341196403,0.096702724,0.615753457,105442,0.155630638,0.160020023,0.66173658,0.025882953,0.00516384,0.04398827,0.016192783,0.008287645,0.015695701,0.225395928,0.758908371,0,0.05057003,0.211747038,1,,,,212,638
G10014,10014,10014,B5,G6350,S,1423747,40192,40.7340123,-74.0067462,9162.981677,1423745.859,10014,2014-2018,30738,0.02158951,18247,0.593630034,7909,0.257303663,4582,0.149066302,0.838929013,1,0.066595094,0,0.01011777,0,0.056119461,0.067509096,0.53082899,0.250368768,0.104730062,0.844553749,126601,0.100494502,0.039058643,0.666130683,0.005749647,0.00326463,0.027091556,0.003362082,0.005993276,0.054851145,0.160141192,0.785007663,0,0.035104302,0.070272642,1,,,,258,714
G10016,10016,10016,B5,G6350,S,1378166,0,40.7452206,-73.9782937,5608.990896,1378159.622,10016,2014-2018,51057,0.037047061,33441,0.654973853,10194,0.199659204,7422,0.145366943,0.662710304,1,0.069393031,0,0.034862996,0,0.190923869,0.044399007,0.400467358,0.454184314,0.059296042,0.804663238,117004,0.131382572,0.049764836,0.743944436,0.00873969,0.0036753,0.014816958,0.001128636,0.002980755,0.013511173,0.07419597,0.911744327,0.000548531,0.034674691,0.112221607,1,,,,587,1788
G10017,10017,10017,B5,G6350,S,820953,0,40.7523591,-73.9724891,7034.004191,820951.5239,10017,2014-2018,15801,0.019247143,8844,0.559711411,3594,0.227453959,3363,0.212834631,0.685083223,1,0.058983609,0,0.022403645,0,0.212138472,0.063769442,0.388197621,0.442360476,0.081427264,0.824017628,127506,0.153787735,0.023018677,0.758919609,0.005109955,0.002189981,0.007208687,0.002737476,0.006478693,0.028932806,0.022529644,0.948537549,0,0.038668439,0.077334679,1,,,,124,446
G10018,10018,10018,B5,G6350,S,836252,0,40.755332,-73.9931395,7368.53617,836248.5112,10018,2014-2018,9687,0.011583829,7363,0.760090843,1621,0.167337669,703,0.072571488,0.475998761,0,0.151852999,0,0.04459585,0,0.295963663,0.025206233,0.45035136,0.437671861,0.051634586,0.689815951,108914,0.262103851,0.058096173,0.648790747,0.039507286,0.013369386,0.020279405,0.034700315,0.006008713,0.013804714,0.103703704,0.882491582,0,0.060020661,0.074386654,1,,,,189,525
G10019,10019,10019,B5,G6350,S,1804736,0,40.765829,-73.9873413,13065.50252,1804734.335,10019,2014-2018,43703,0.02421573,25539,0.584376359,11370,0.260165206,6794,0.155458435,0.56714642,1,0.167677276,0,0.053337299,0,0.172848546,0.06215754,0.448993125,0.383729452,0.073918961,0.724304554,98833,0.163695856,0.092614441,0.706915022,0.01275184,0.009123268,0.026574973,0.014099596,0.004354287,0.014360432,0.053995223,0.929376908,0.001148835,0.044705667,0.133907504,1,,,,509,1430
G10021,10021,10021,B5,G6350,S,986800,0,40.7692245,-73.9587405,6004.128939,986805.2551,10021,2014-2018,46215,0.046833198,25260,0.546575787,10705,0.231634751,10250,0.221789462,0.792881099,1,0.079281619,0,0.005842259,0,0.093757438,0.132905234,0.447285464,0.277719401,0.068768243,0.807251756,118289,0.103905658,0.020083213,0.726672234,0.003530484,0.003340673,0.005276744,0.001708299,0.001594412,0.021640795,0.065052556,0.913306648,0,0.041474051,0.072611618,1,,,,489,1553
G10022,10022,10022,B5,G6350,S,1107170,0,40.7586304,-73.9679488,5841.763837,1107170.102,10022,2014-2018,31125,0.028112214,14884,0.478200803,7360,0.236465863,8881,0.285333333,0.787823293,1,0.054168675,0,0.011983936,0,0.122120482,0.071476013,0.389873806,0.387625811,0.095437593,0.82900673,135363,0.079389558,0.008698543,0.700166742,0.008033955,0.003739073,0.021474408,0.00636653,0.002728513,0.019705858,0.05684541,0.921796249,0.000495745,0.013572187,0.084935453,1,,,,290,975
G10023,10023,10023,B5,G6350,S,1269182,0,40.775915,-73.9826022,5023.671144,1269183.196,10023,2014-2018,62435,0.049193102,32945,0.527668776,15465,0.247697606,14025,0.224633619,0.724625611,1,0.105101305,0,0.037607111,0,0.106302555,0.079556551,0.571055201,0.201677293,0.089896031,0.811122501,130452,0.116889565,0.037960407,0.649567367,0.015479267,0.002500281,0.011883358,0.00165749,0.002528374,0.02219705,0.091318808,0.886484142,0,0.029331667,0.094322263,1,,,,487,1566
G10024,10024,10024,B5,G6350,S,2222641,0,40.798452,-73.9744135,12030.36536,2222644.724,10024,2014-2018,59001,0.026545448,31048,0.526228369,16474,0.279215607,11479,0.194556024,0.767868341,1,0.108811715,0,0.029338486,0,0.07243945,0.063656725,0.680979606,0.10308853,0.103766356,0.807289236,131668,0.092388265,0.050537373,0.630982586,0.00813055,0.004786069,0.014617691,0.01675124,0.003459809,0.033439116,0.134255994,0.831599671,0,0.036902136,0.09672707,1,,,,557,1699
G10025,10025,10025,B5,G6350,S,1946729,0,40.7986013,-73.9666222,8364.55458,1946725.615,10025,2014-2018,92805,0.047672275,50528,0.544453424,23687,0.255234093,18590,0.200312483,0.54603739,1,0.234211519,0,0.099100264,0,0.089122353,0.080795072,0.660184172,0.129864554,0.097280357,0.667068228,85930,0.127503906,0.129897399,0.526083057,0.026218635,0.011492814,0.035709071,0.017103644,0.014517239,0.01668769,0.06675076,0.915568974,0.000992576,0.043769613,0.162467192,1,,,,1065,2891
G10026,10026,10026,B5,G6350,S,860743,0,40.8023805,-73.9526814,4502.371047,860744.2713,10026,2014-2018,39363,0.04573142,25295,0.642608541,9955,0.252902472,4113,0.104488987,0.196732973,0,0.213118919,0,0.502908823,1,0.058633742,0.064163646,0.791040911,0.073329881,0.054531331,0.444304506,58884,0.113939486,0.159593738,0.50412802,0.043318724,0.031087555,0.052594027,0.032361635,0.03052696,0.015446726,0.147153473,0.834123223,0.003276578,0.058983155,0.2224738,1,,,,540,1330
G10027,10027,10027,B5,G6350,S,2250649,1032,40.8114075,-73.9530604,10265.78424,2250647.492,10027,2014-2018,64548,0.028679727,44711,0.692678317,13275,0.205660904,6562,0.10166078,0.250883064,0,0.254492781,0,0.367524943,0,0.094828655,0.09888387,0.653701146,0.165851656,0.068460935,0.479364389,46113,0.153575634,0.145436983,0.487045305,0.052989827,0.019797995,0.044243578,0.037217302,0.012478958,0.025315023,0.170980155,0.803704822,0,0.07338125,0.25563815,1,,,,805,1872
G10028,10028,10028,B5,G6350,S,811363,0,40.7764417,-73.9535134,4953.845236,811359.9493,10028,2014-2018,47793,0.058904584,27510,0.575607307,11410,0.23873789,8873,0.185654803,0.80949093,1,0.073922959,0,0.008202038,0,0.094281589,0.081415287,0.625865594,0.172162501,0.06654356,0.831903207,125140,0.106626493,0.01753693,0.71420224,0.002694368,0.003051453,0.014543094,0.003083915,0.004901802,0.017182486,0.053583135,0.929234379,0,0.030599858,0.063828106,1,,,,423,1358
G10029,10029,10029,B5,G6350,S,2102364,0,40.7917631,-73.9439702,6334.192466,2102360.192,10029,2014-2018,79597,0.037860713,50402,0.63321482,18490,0.232295187,10705,0.134489993,0.15465407,0,0.478937648,0,0.258276066,0,0.092905512,0.072938723,0.699269981,0.169358152,0.042221028,0.316577363,34016,0.120054776,0.349857999,0.491180209,0.051182689,0.026567877,0.068667266,0.056142853,0.034969154,0.008443767,0.097074,0.89325085,0.001231383,0.074761373,0.277847902,1,,,,1492,3242
G10030,10030,10030,B5,G6350,S,722531,0,40.8182668,-73.9428558,4025.750489,722528.2855,10030,2014-2018,29882,0.041357395,18999,0.635800817,7564,0.253128974,3319,0.111070209,0.107656783,0,0.256174286,0,0.572183923,1,0.01793722,0.111257986,0.728427701,0.094954836,0.049496952,0.303475506,37232,0.1197711,0.348068467,0.398760772,0.058186739,0.055622819,0.068727299,0.060893099,0.065308739,0.033859397,0.161190818,0.804949785,0,0.082558062,0.260599874,1,,,,419,937
G10031,10031,10031,B5,G6350,S,1681545,0,40.8252881,-73.9500452,6715.400326,1681546.516,10031,2014-2018,60254,0.035832523,39000,0.647259933,14706,0.244066784,6548,0.108673283,0.174013344,0,0.513741826,1,0.237179274,0,0.037823215,0.08,0.787901991,0.066830015,0.055895865,0.359175504,49891,0.19953862,0.280659411,0.405606475,0.03832877,0.02633615,0.124241162,0.060647542,0.034013808,0.02474582,0.128938745,0.845265104,0.000756239,0.122071885,0.2084339,1,,,,1028,2008
G10032,10032,10032,B5,G6350,S,1695753,0,40.8387917,-73.9428296,7067.768791,1695762.015,10032,2014-2018,64264,0.037897029,40747,0.634056392,15216,0.23677331,8301,0.129170298,0.140638616,0,0.662797212,1,0.135954811,0,0.044939624,0.1061538,0.671097243,0.154820127,0.053376939,0.311349916,50391,0.240834682,0.343134483,0.357624361,0.035274291,0.025366109,0.123053231,0.075575314,0.056049512,0.015415965,0.054576061,0.926641269,0.002569328,0.133770492,0.247997361,1,,,,1185,2419
G10033,10033,10033,B5,G6350,S,1544120,0,40.850482,-73.9340509,8066.105942,1544117.62,10033,2014-2018,59607,0.03860257,37545,0.629875686,13740,0.230509839,8322,0.139614475,0.236381633,0,0.685187981,1,0.041069002,0,0.020769373,0.140980675,0.686266419,0.10986177,0.049205694,0.363069533,58614,0.222054457,0.302920822,0.402711616,0.060561644,0.013125021,0.086678437,0.051633965,0.035577468,0.013080696,0.039338271,0.947581033,0,0.082207642,0.202981885,1,,,,1064,2086
G10034,10034,10034,B5,G6350,S,2823927,11193,40.8670761,-73.924312,13970.45287,2823929.906,10034,2014-2018,42910,0.015195152,26725,0.622815195,10406,0.242507574,5779,0.134677231,0.201072011,0,0.697389886,1,0.054276392,0,0.030249359,0.113990371,0.691211177,0.10719343,0.065420561,0.340405392,54716,0.218433931,0.3138863,0.379345042,0.062934504,0.018935236,0.100118917,0.074231614,0.040477497,0.00990991,0.028708709,0.96012012,0,0.094650398,0.202733768,1,,,,569,1253
G10035,10035,10035,B5,G6350,S,3689135,0,40.7954584,-73.9295703,12556.1146,3689141.144,10035,2014-2018,35743,0.009688721,22158,0.61992558,9064,0.253588115,4521,0.126486305,0.101782167,0,0.445821559,0,0.370058473,0,0.044288392,0.106540698,0.721002907,0.109811047,0.04752907,0.277289885,30081,0.156114484,0.244385916,0.468839954,0.050158319,0.030008636,0.097078296,0.039651698,0.048071387,0.015195416,0.187946687,0.793187818,0.001158972,0.112068966,0.382104242,1,,,,779,1613
G10036,10036,10036,B5,G6350,S,1137641,0,40.7592544,-73.989827,6518.975217,1137639.424,10036,2014-2018,27428,0.024109539,17442,0.635919498,6880,0.250838559,3106,0.113241943,0.51407321,1,0.215400321,0,0.062928394,0,0.190243547,0.04629335,0.477728285,0.372945169,0.060822993,0.721892972,91936,0.22185358,0.111042452,0.613081577,0.009336532,0.005685375,0.052889631,0.011944502,0.010849155,0.016178775,0.06097376,0.922089084,0.00075838,0.058516844,0.152320336,1,,,,353,978
G10037,10037,10037,B5,G6350,S,666608,0,40.8129604,-73.9373761,4406.979652,666604.6696,10037,2014-2018,21139,0.031711291,12980,0.614030938,5084,0.240503335,3075,0.145465727,0.058990492,0,0.213680874,0,0.67813047,1,0.02497753,0.132059995,0.702718538,0.089524256,0.049683618,0.383747334,45041,0.100667014,0.22762306,0.515403254,0.046959732,0.053651783,0.030229607,0.056420907,0.046498212,0.019937636,0.077199282,0.901540206,0,0.068091618,0.238002261,1,,,,350,816
G10038,10038,10038,B5,G6350,S,773277,0,40.7093412,-74.0025396,7326.767989,773282.6072,10038,2014-2018,22800,0.029484906,14189,0.622324561,4746,0.208157895,3865,0.169517544,0.449517544,0,0.141140351,0,0.068333333,0,0.31004386,0.066501446,0.542007435,0.312763321,0.057001239,0.577615855,86058,0.143464912,0.185602351,0.664168771,0.021829437,0.012136515,0.043007249,0.014824469,0.011892156,0.010580205,0.046416382,0.940102389,0.002901024,0.045113442,0.210479922,1,,,,207,525
G10039,10039,10039,B5,G6350,S,1132697,0,40.830869,-73.9362162,7806.604296,1132695.804,10039,2014-2018,27726,0.024477861,18294,0.659813893,6834,0.246483445,2598,0.093702662,0.067517853,0,0.338238477,0,0.550890861,1,0.016302388,0.118179489,0.759286141,0.070190419,0.040303988,0.303784861,39653,0.121366227,0.295182872,0.417381885,0.047912674,0.04407966,0.072910591,0.060744938,0.052995584,0.008292152,0.056453639,0.934667895,0,0.088941787,0.263782337,1,,,,423,983
G10040,10040,10040,B5,G6350,S,988493,0,40.8583145,-73.9304937,5717.770898,988490.9653,10040,2014-2018,44571,0.045089849,26930,0.604204528,10300,0.231091966,7341,0.164703507,0.20982253,0,0.694801553,1,0.048933163,0,0.028202194,0.105100925,0.711395048,0.11002287,0.061151437,0.34705792,47137,0.226604743,0.325010815,0.390486517,0.056854611,0.014378654,0.073118989,0.068687535,0.048368848,0.012787872,0.025575744,0.961115612,0.000520773,0.077829421,0.202645078,1,,,,801,1596
G10044,10044,10044,B5,G6350,S,595884,0,40.7619065,-73.9499671,6502.731443,595883.1125,10044,2014-2018,11682,0.019604487,6307,0.53989043,3137,0.268532785,2238,0.191576785,0.38075672,0,0.132939565,0,0.110939908,0,0.338811847,0.06883581,0.828850856,0.043633628,0.02576641,0.627816382,100441,0.376647834,0.122999158,0.690766061,0.012361866,0.002996816,0.011799963,0,0.032777674,0,0.013266998,0.986733002,0,0.065585122,0.128475147,1,,,,170,388
G10065,10065,10065,B5,G6350,S,984659,0,40.7646284,-73.9631438,4947.296383,984663.1038,10065,2014-2018,28109,0.028546939,15719,0.559215909,6348,0.225835142,6042,0.214948949,0.807001316,1,0.065779644,0,0.020456082,0,0.093671066,0.078615394,0.428728137,0.35340362,0.083429825,0.821756986,127375,0.117613576,0.028631097,0.712613316,0.010325989,0.003962298,0.009185327,0.010806268,0.004742751,0.031858574,0.052089242,0.916052184,0,0.026530685,0.105901374,1,,,,281,984
G10069,10069,10069,B5,G6350,S,249044,0,40.7759598,-73.9903411,3512.375395,249044.1604,10069,2014-2018,5085,0.020418079,3556,0.699311701,1184,0.232841691,345,0.067846608,0.614159292,1,0.01120944,0,0.029105211,0,0.301474926,0.03125,0.613541667,0.224652778,0.076041667,0.87611577,110625,0.237364798,0.039184953,0.716666667,0,0,0,0,0.005555556,0.003233392,0,0.996766608,0,0.018289086,0.058777429,1,,,,46,156
G10075,10075,10075,B5,G6350,S,477128,0,40.7733631,-73.9562218,4327.426326,477124.3812,10075,2014-2018,21556,0.045178652,10783,0.500231954,4946,0.229448877,5827,0.270319169,0.759046205,1,0.142419744,0,0.031406569,0,0.048571163,0.122627855,0.542779029,0.186313927,0.065937601,0.768103144,137146,0.110038968,0.023833258,0.720102803,0.028993655,0.00016063,0,0.012448799,0.021845635,0.018890388,0.071513612,0.904119375,0.005476625,0.020798866,0.08917082,1,,,,339,958
G10128,10128,10128,B5,G6350,S,1206193,0,40.7814283,-73.9500104,6183.49973,1205443.372,10128,2014-2018,59256,0.049126466,33827,0.570862022,14431,0.24353652,10998,0.185601458,0.710965978,1,0.123312407,0,0.029802889,0,0.097559741,0.081370267,0.650621559,0.12490776,0.081994664,0.820403625,114010,0.110284191,0.056824476,0.689008043,0.007344727,0.002960232,0.015052502,0.008461796,0.009104111,0.019172176,0.045674044,0.93515378,0,0.030720411,0.116776905,1,,,,548,1848
G10280,10280,10280,B5,G6350,S,297265,38397,40.7090731,-74.016423,4171.177773,297265.8025,10280,2014-2018,9384,0.031567793,6087,0.648657289,2439,0.259910486,858,0.091432225,0.704603581,1,0.088022165,0,0.017476556,0,0.157075874,0.086431995,0.480085936,0.316807139,0.052222773,0.884078212,169844,0.164002558,0.02127193,0.696671586,0.005574684,0.015412363,0.008362027,0.002787342,0.003607149,0,0.003439052,0.996560948,0,0.038043478,0.028289474,1,,,,36,157
G10282,10282,10282,B5,G6350,S,177847,55133,40.7167675,-74.0155925,2066.664321,177848.2237,10282,2014-2018,5593,0.03144838,4318,0.772036474,945,0.168961202,330,0.059002324,0.669586984,1,0.075809047,0,0.008045772,0,0.207938495,0.086323268,0.461101243,0.379040853,0.049023091,0.83832021,250001,0.169855176,0.015688032,0.754749568,0.003454231,0,0.013816926,0.011053541,0,0.004676259,0,0.995323741,0,0.013588414,0.019273868,1,,,,64,160
G10301,10301,10301,B5,G6350,S,9188313,15595,40.6275046,-74.0943767,25160.84332,9203900.413,10301,2014-2018,38733,0.004215464,22696,0.585960292,10271,0.265174399,5766,0.148865309,0.424857357,0,0.24761831,0,0.211705781,0,0.059897245,0.474405235,0.421747905,0.066601431,0.031618861,0.372385583,55802,0.09260837,0.218855684,0.452727054,0.052679,0.061989428,0.032556463,0.030514176,0.034478616,0.309177563,0.346388855,0.3422339,0.002199682,0.063327332,0.244530333,1,,,,990,2324
G10302,10302,10302,B5,G6350,S,3079121,0,40.6307157,-74.1377294,11557.56814,3079114.483,10302,2014-2018,18204,0.005912077,11504,0.631949022,4826,0.26510657,1874,0.102944408,0.312074269,0,0.410843771,0,0.192375302,0,0.069709954,0.618935222,0.284552846,0.0306845,0.03448728,0.242969906,64103,0.148264118,0.226540901,0.415283674,0.047343368,0.065869034,0.041425447,0.046442815,0.08169304,0.491347971,0.451505017,0.055402065,0,0.108453654,0.291917385,1,,,,546,1203
G10303,10303,10303,B5,G6350,S,8141998,73294,40.6298846,-74.1741296,19677.34728,8215290.496,10303,2014-2018,25947,0.00318681,17006,0.655412957,6507,0.250780437,2434,0.093806606,0.176552203,0,0.38937064,0,0.329248083,0,0.080895672,0.549894656,0.393506991,0.044819,0.008810573,0.252241036,62558,0.127760435,0.251103482,0.388015903,0.058216585,0.070427868,0.078568724,0.041272245,0.050549034,0.531880109,0.308119891,0.142125341,0.017874659,0.08092151,0.276851398,1,,,,747,1705
G10304,10304,10304,B5,G6350,S,9655859,19194,40.605965,-74.0935352,25659.66022,9675043.099,10304,2014-2018,41064,0.004252755,23773,0.57892558,11451,0.278857393,5840,0.142217027,0.378409312,0,0.252362166,0,0.251680304,0,0.09541204,0.538217144,0.396835095,0.025172603,0.032015641,0.314811467,52199,0.11277518,0.268628281,0.475025669,0.084797971,0.052485354,0.046928791,0.032131425,0.040828653,0.480340596,0.25438267,0.261019284,0.004257451,0.063238152,0.283022862,1,,,,1200,2739
G10305,10305,10305,B5,G6350,S,10304612,44453,40.5965488,-74.0757794,19052.69825,10346944.33,10305,2014-2018,42298,0.004104764,24453,0.57811244,11547,0.272991631,6298,0.148895929,0.623433732,1,0.163601116,0,0.062130597,0,0.12778382,0.572781,0.356134399,0.036828281,0.028838787,0.336317944,76489,0.108846754,0.136534134,0.491903814,0.04524181,0.033729625,0.037764269,0.045833557,0.041960299,0.554953946,0.298108041,0.142519293,0.00441872,0.048406026,0.202823433,1,,,,1071,2727
G10306,10306,10306,B5,G6350,S,19359797,152157,40.5717679,-74.1259504,30813.81559,19511950.88,10306,2014-2018,53142,0.002744967,27431,0.516183057,16250,0.305784502,9461,0.178032441,0.74622709,1,0.147058824,0,0.031067705,0,0.058334274,0.668579102,0.277669271,0.020955404,0.022745768,0.29623022,79569,0.063339731,0.098215625,0.49140217,0.034833266,0.033025311,0.033949377,0.04712736,0.054198473,0.63948319,0.255487635,0.105029175,0,0.041734706,0.194731844,1,,,,1283,3536
G10307,10307,10307,B5,G6350,S,4764128,18350,40.5088387,-74.240575,12653.23809,4781350.91,10307,2014-2018,15232,0.003197227,8934,0.586528361,4565,0.299698004,1733,0.113773634,0.872702206,1,0.091846113,0,0.003676471,0,0.027442227,0.764606913,0.195472622,0.015601101,0.019424901,0.374508261,80893,0.031446954,0.044787354,0.491798299,0.02126367,0.040856622,0.015795869,0.023845687,0.027339004,0.690128136,0.294712146,0.015159718,0,0.04365262,0.157320286,1,,,,345,954
G10308,10308,10308,B5,G6350,S,5099583,12014,40.551884,-74.1476456,11615.6259,5111600.606,10308,2014-2018,30186,0.005919308,16059,0.53200159,8767,0.290432651,5360,0.177565759,0.837076791,1,0.095673491,0,0.010269661,0,0.049758166,0.689819569,0.261331964,0.017016283,0.020756931,0.35981373,93963,0.062678063,0.044797145,0.518545297,0.0267515,0.057479575,0.031378787,0.024437857,0.041139469,0.691960333,0.274304941,0.031609704,0.002125022,0.027777778,0.172238918,1,,,,578,1651
G10309,10309,10309,B5,G6350,S,17239254,102043,40.5313464,-74.219857,23622.04946,17338087.37,10309,2014-2018,33531,0.001945038,18977,0.565953893,9356,0.279025379,5198,0.155020727,0.850407086,1,0.092660523,0,0.005755868,0,0.035966717,0.729086432,0.238083212,0.013321548,0.01584696,0.335854187,103175,0.03334228,0.065945569,0.525055817,0.029273133,0.059228479,0.020404366,0.01339618,0.044405855,0.740463158,0.244463158,0.014147368,0.000926316,0.025162677,0.145324494,1,,,,771,2136
G10310,10310,10310,B5,G6350,S,4649574,0,40.6326496,-74.1161482,10826.96643,4649571.255,10310,2014-2018,23262,0.005003039,13638,0.58627805,6515,0.280070501,3109,0.133651449,0.415957355,0,0.316008942,0,0.188590835,0,0.062290431,0.580809108,0.31774751,0.062715999,0.03212035,0.341175716,72093,0.111641303,0.216510903,0.433039294,0.048215718,0.074077787,0.04159984,0.044506816,0.046611868,0.550447952,0.314846416,0.132039249,0.002666382,0.084484019,0.252096813,1,,,,636,1607
G10312,10312,10312,B5,G6350,S,19636080,359000,40.5444726,-74.1823669,25660.72079,19995075.04,10312,2014-2018,61741,0.003144263,33820,0.547772145,17314,0.280429536,10607,0.171798319,0.820022351,1,0.100970182,0,0.012131323,0,0.0543561,0.728050252,0.221804244,0.009191568,0.034069132,0.345081645,95064,0.027696344,0.050135628,0.512041665,0.024957181,0.06885945,0.026110664,0.014995281,0.041210808,0.769107501,0.224393501,0.004896506,0.001602493,0.027978939,0.132167243,1,,,,1354,3573
