GISJOIN,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,ZIP,YEAR,POP,POPDENS,P0_44,PER0_44,P45_64,PER45_64,P65_,PER65,PERW,WNH,PERHIS,HISPNH,PERBLK,BLKNH,PERASN,PERAUTO,PERTRAN,PERPEDB,PERTELE,PERBACH,MEDINC,PERNCITZ,PERASSIS,PEROFFTC,PERHSRV,PERPSRV,PERFOOD,PERCLEAN,PERTROCC,PERHU1,PERHU2_9,PERHU10p,PERMOBH,PERNOINS,PERNOBB,NYDUM,CASE4_11,CASE4_16,TEST4_16,CASE_5_1,TEST_5_1
G60093,60093,60093,B5,G6350,S,22063345,4002771,42.1067078,-87.7562917,33523.66732,22567776.43,60093,2014-2018,19441,0.000881145,10141,0.521629546,5625,0.289336968,3675,0.189033486,0.864924644,1,0.058330333,0,0.002623322,0,0.052312124,0.64309808,0.219901401,0.023871303,0.108069538,0.834346145,174966,0.043464842,0.013535148,0.722934383,0.002157634,0.01116893,0.019672547,0.006219063,0.013326564,0.831395349,0.067521142,0.070824524,0.030258985,0.032508616,0.05807015,0,74,89,338,99,521
G60096,60096,60096,B5,G6350,S,12514275,2097915,42.4797224,-87.8248053,19149.7672,12598185.16,60096,2014-2018,6803,0.000543619,3429,0.504042334,2236,0.328678524,1138,0.167279142,0.865500514,1,0.082463619,0,0.01999118,0,0.017786271,0.919090124,0.01986755,0.011229485,0.04290239,0.305286521,87446,0.008084669,0.080669711,0.581710415,0.031611629,0.032740615,0.003669207,0.026248942,0.027660175,0.875692521,0.113919668,0.010387812,0,0.059091577,0.099315068,0,,9,61,17,91
G60097,60097,60097,B5,G6350,S,38198538,3101153,42.3968717,-88.3712141,49650.75573,41299688.13,60097,2014-2018,10826,0.000283414,6068,0.560502494,3362,0.310548679,1396,0.128948827,0.874653612,1,0.094125254,0,9.23702E-05,0,0.005911694,0.915296198,0.018744474,0.009725906,0.044562334,0.221905379,72719,0.009237022,0.077345538,0.443654646,0.055131761,0.04351595,0.032246879,0.036927878,0.07073509,0.980264539,0.019735461,0,0,0.035747275,0.095423341,0,,8,66,19,140
G60098,60098,60098,B5,G6350,S,272697026,197663,42.3262658,-88.4560864,110859.1849,272894696.6,60098,2014-2018,32526,0.000119275,18380,0.565086392,8930,0.274549591,5216,0.160364016,0.75656398,1,0.189786632,0,0.027055279,0,0.012943491,0.897431078,0.024498747,0.017105263,0.055012531,0.286584534,66520,0.052358114,0.144237797,0.473039966,0.023073628,0.016953302,0.056062183,0.037395189,0.035130669,0.731136434,0.169387127,0.093470896,0.001308901,0.075579929,0.146105742,0,39,70,244,143,454
G60099,60099,60099,B5,G6350,S,58777952,2929351,42.4599882,-87.8650207,57080.94604,59768691.73,60099,2014-2018,30934,0.000526286,19851,0.641721084,7437,0.240415077,3646,0.117863839,0.3964893,0,0.285672723,0,0.240059481,0,0.031745005,0.934300154,0.02285212,0.010986596,0.019482898,0.180564363,54685,0.064395164,0.256862935,0.457353686,0.066483397,0.031252261,0.065687622,0.039065326,0.045431527,0.715817223,0.163884007,0.080052724,0.040246046,0.079071288,0.2037055,0,84,161,368,241,604
G60101,60101,60101,B5,G6350,S,29950578,749930,41.9305118,-88.0178208,44041.5608,30700510.2,60101,2014-2018,39216,0.001309357,23753,0.605696654,9888,0.252141983,5575,0.142161363,0.458205834,0,0.397873317,0,0.035827213,0,0.092946756,0.921230494,0.023456913,0.017294504,0.029519928,0.232656644,64915,0.141982864,0.135283915,0.450745113,0.028353009,0.016595704,0.07388233,0.044029417,0.043303658,0.65338068,0.158852091,0.186100442,0.001666787,0.108069459,0.202548827,0,67,116,417,289,820
G60102,60102,60102,B5,G6350,S,37423319,1089816,42.1651647,-88.3087678,43358.95328,38513131.8,60102,2014-2018,32739,0.000874829,18008,0.550047344,10994,0.335807447,3737,0.114145209,0.824796115,1,0.06936681,0,0.012950915,0,0.079110541,0.880089112,0.032971317,0.008242829,0.076023392,0.437679986,102698,0.032652189,0.048553719,0.623640558,0.010655828,0.017851258,0.029166209,0.013896518,0.030704163,0.93368336,0.039095315,0.027221325,0,0.02901738,0.063533058,0,28,30,157,50,302
G60103,60103,60103,B5,G6350,S,49776688,794878,41.9805463,-88.2047613,51849.9995,50571585.64,60103,2014-2018,42196,0.000847706,24249,0.574675325,13009,0.308299365,4938,0.11702531,0.679851171,1,0.129727936,0,0.01571239,0,0.15442222,0.871172962,0.057079744,0.006803623,0.060481555,0.440201075,105862,0.055787278,0.05425113,0.643309598,0.017605172,0.013935608,0.028351754,0.020750513,0.037001442,0.887638898,0.057975016,0.035061081,0.019325005,0.051001994,0.088158087,0,28,43,230,94,519
G60104,60104,60104,B5,G6350,S,6096883,0,41.8828437,-87.8764303,12917.53105,6096882.738,60104,2014-2018,18999,0.003116182,11236,0.591399547,5183,0.272803832,2580,0.135796621,0.042370651,0,0.173640718,0,0.75856624,1,0.009632086,0.841774176,0.101183495,0.021004371,0.012154814,0.182745464,55640,0.047634086,0.214170951,0.441294266,0.051749578,0.039945194,0.070826307,0.034991568,0.077150084,0.768588993,0.198038642,0.021662763,0.011709602,0.078973816,0.267512853,0,115,160,420,230,694
G60106,60106,60106,B5,G6350,S,23306908,226280,41.9597007,-87.9418346,29114.49285,23533180.39,60106,2014-2018,20462,0.000877937,12570,0.614309452,5212,0.254716059,2680,0.130974489,0.444433584,0,0.474929137,0,0.0299091,0,0.039927671,0.915594392,0.034856923,0.021029384,0.019108892,0.203321006,63486,0.200224807,0.126492325,0.414581169,0.016148834,0.012088016,0.047218812,0.049107564,0.064500897,0.530785268,0.174565671,0.292425295,0.002223767,0.1408933,0.191870381,0,51,112,290,226,771
G60107,60107,60107,B5,G6350,S,20651635,86802,42.0205861,-88.1777706,32519.13135,20738436.08,60107,2014-2018,40437,0.001958053,24434,0.604248584,11506,0.284541385,4497,0.11121003,0.469594678,0,0.343522022,0,0.042139625,0,0.12268467,0.928915044,0.021530989,0.012143291,0.031525851,0.267425675,80039,0.137126889,0.099341757,0.499679693,0.023107898,0.013956255,0.050059486,0.039580855,0.03994692,0.904419769,0.082734596,0.011466725,0.00137891,0.10375199,0.107740032,0,49,85,284,186,648
G60108,60108,60108,B5,G6350,S,18743040,799550,41.9500216,-88.091865,32662.56186,19542595.78,60108,2014-2018,22766,0.001214638,11771,0.517042959,6392,0.280769569,4603,0.202187473,0.697399631,1,0.120969867,0,0.030659756,0,0.137090398,0.910156577,0.035585699,0.006531022,0.043121494,0.37917215,85887,0.065448476,0.050884199,0.602351772,0.0177211,0.0177211,0.051507122,0.015982113,0.044716794,0.702262142,0.077511643,0.220226214,0,0.042350282,0.124130063,0,22,38,249,99,542
G60110,60110,60110,B5,G6350,S,23052549,584558,42.1141794,-88.293036,41954.49936,23637103.29,60110,2014-2018,39333,0.001706232,28194,0.716802685,8367,0.212722142,2772,0.070475174,0.32138408,0,0.50799583,1,0.078229477,0,0.077619302,0.940656633,0.015210755,0.009854855,0.018477853,0.185607394,63133,0.185391402,0.15036917,0.409982175,0.03392052,0.009069938,0.071668239,0.085089651,0.036646744,0.840115013,0.065870872,0.094014115,0,0.148859819,0.117684135,0,16,40,141,159,410
G60112,60112,60112,B5,G6350,S,9574774,5454,41.9247973,-88.6901864,24110.74433,9580238.339,60112,2014-2018,4356,0.000454945,3487,0.800505051,641,0.147153352,228,0.052341598,0.737373737,1,0.167355372,0,0.074609734,0,0.018135904,0.96,0.006315789,0.007157895,0.026526316,0.319205804,69694,0.056932966,0.110098177,0.47648013,0.047445255,0.03081914,0.025547445,0.03081914,0.02189781,0.875160875,0.07979408,0.006435006,0.038610039,0.056014692,0.079943899,0,,,,13,49
G60115,60115,60115,B5,G6350,S,209090574,879476,41.9012633,-88.7615501,102834.5279,209970030.3,60115,2014-2018,45325,0.000216772,33531,0.739790403,7757,0.171141754,4037,0.089067843,0.653701048,1,0.130413679,0,0.146872587,0,0.044125758,0.844696791,0.034820713,0.077227536,0.035998681,0.376650912,44747,0.073910645,0.183424931,0.441376821,0.035277665,0.028285289,0.103126269,0.031939369,0.032841611,0.497600794,0.204125531,0.280844962,0.017428713,0.077230803,0.150637022,0,19,22,193,41,397
G60118,60118,60118,B5,G6350,S,52080666,1615624,42.1062587,-88.3043825,71912.05878,53696274.79,60118,2014-2018,15836,0.000304067,7598,0.479792877,5329,0.336511745,2909,0.183695378,0.813020965,1,0.09699419,0,0.012566305,0,0.067314979,0.888167984,0.021705792,0.013802053,0.070071959,0.425099839,88264,0.018691589,0.043867779,0.601885255,0.012451996,0.025369487,0.055510299,0.014313976,0.019201676,0.809317605,0.101687323,0.08585934,0.001493206,0.02863102,0.136546185,0,10,17,64,23,136
G60119,60119,60119,B5,G6350,S,130684542,5876,41.8515325,-88.4764505,85779.7202,130690429.8,60119,2014-2018,10246,7.84025E-05,5795,0.56558657,3392,0.331056022,1059,0.103357408,0.816806559,1,0.116435682,0,0.019227015,0,0.027230139,0.876057828,0.020803949,0.000352609,0.087976023,0.443862275,104516,0.019910209,0.052396878,0.632453226,0.018010142,0.018359853,0.022731247,0.019408988,0.021682112,0.953120666,0.041886269,0.004993065,0,0.015030256,0.086120401,0,6,8,62,14,115
G60120,60120,60120,B5,G6350,S,43077972,697696,42.0344924,-88.2383958,73681.68061,43775671.05,60120,2014-2018,50922,0.001182089,33798,0.663720985,11814,0.232001885,5310,0.10427713,0.281803543,0,0.60779231,1,0.040316563,0,0.049919485,0.919336971,0.022524925,0.015508965,0.023837853,0.18559548,57843,0.218923059,0.166387205,0.362186697,0.031852506,0.013616645,0.058121787,0.087443766,0.045549486,0.708579617,0.197743149,0.070392262,0.023284972,0.161258526,0.197471946,0,46,77,232,248,610
G60123,60123,60123,B5,G6350,S,35482855,857959,42.0406436,-88.3112962,36583.99813,36340818,60123,2014-2018,48952,0.001379596,30398,0.62097565,12549,0.256353162,6005,0.122671188,0.477038732,0,0.374734434,0,0.068168818,0,0.054461513,0.907754065,0.021955516,0.020071274,0.036742719,0.236634476,61680,0.121404641,0.137773777,0.427843803,0.031772981,0.009257014,0.062211982,0.05052955,0.042566093,0.699272296,0.187566988,0.082416653,0.030744063,0.101555029,0.17059706,0,44,74,274,169,578
G60124,60124,60124,B5,G6350,S,99005024,234323,42.0201685,-88.4006865,65146.4615,99239345.86,60124,2014-2018,22338,0.000225625,12414,0.555734623,5954,0.26654132,3970,0.177724058,0.73498075,1,0.1210941,0,0.042886561,0,0.086668457,0.8784605,0.025176039,0,0.096363461,0.430909322,109865,0.028605963,0.057756625,0.623800564,0.015522107,0.024082785,0.022859831,0.037064911,0.02173095,0.980098872,0.018126505,0.001774623,0,0.037887948,0.050167224,0,11,16,96,23,197
G60126,60126,60126,B5,G6350,S,28769893,290007,41.8968428,-87.9412404,30975.41638,29059909.3,60126,2014-2018,48410,0.001682662,27779,0.573827722,13393,0.276657715,7238,0.149514563,0.823961991,1,0.083495146,0,0.012931213,0,0.061144392,0.763930242,0.120374309,0.036877924,0.072649936,0.594780044,111420,0.02602768,0.041159351,0.642355711,0.011644037,0.017991509,0.034343604,0.01139182,0.024423053,0.807550129,0.036350398,0.155595385,0.000504089,0.033367353,0.11350003,0,53,84,448,135,787
G60130,60130,60130,B5,G6350,S,7172106,0,41.8664333,-87.8173966,13333.21763,7172103.376,60130,2014-2018,14041,0.001957723,7850,0.559076989,3990,0.284167794,2201,0.156755217,0.549889609,1,0.073142939,0,0.266006695,0,0.082401538,0.70638668,0.177559642,0.032678926,0.07666501,0.503695691,59361,0.051776939,0.120449754,0.630750458,0.030994509,0.006711409,0.038682123,0.006589384,0.032580842,0.313440718,0.301425931,0.385133351,0,0.080975751,0.199156711,0,40,49,247,65,421
G60131,60131,60131,B5,G6350,S,14375339,0,41.9387625,-87.8842781,26477.84658,14375336.11,60131,2014-2018,18025,0.001253883,10763,0.597115118,4774,0.264854369,2488,0.138030513,0.481608877,0,0.466574202,0,0.002662968,0,0.035228849,0.872451702,0.064681396,0.030099264,0.013982282,0.194576326,63157,0.168710125,0.110413649,0.422606495,0.021931674,0.014550822,0.033635597,0.054091101,0.053880219,0.749737277,0.139168293,0.11109443,0,0.098973648,0.244487365,0,45,71,265,137,515
G60133,60133,60133,B5,G6350,S,21064655,776671,41.9778424,-88.1431991,33923.35635,21841321.55,60133,2014-2018,38400,0.001822959,25324,0.659479167,9468,0.2465625,3608,0.093958333,0.350546875,0,0.399661458,0,0.063385417,0,0.151015625,0.905966081,0.035281647,0.024984858,0.024682011,0.24171621,74883,0.181875,0.115785721,0.439460103,0.035778087,0.016127432,0.061135371,0.054932513,0.032602223,0.818418766,0.085403997,0.088705474,0.006776716,0.124273616,0.13298868,0,48,83,275,237,645
G60134,60134,60134,B5,G6350,S,39746223,715557,41.8783425,-88.3420718,40680.50072,40461776.5,60134,2014-2018,29401,0.000739718,16322,0.555151185,8946,0.304275365,4133,0.14057345,0.919254447,1,0.05652869,0,0.001258461,0,0.011972382,0.778932355,0.081635425,0.017997827,0.113556099,0.608296789,117951,0.024522975,0.025880114,0.649878804,0.007002424,0.019727983,0.025181794,0.011244277,0.029221654,0.875080253,0.052004036,0.069889021,0.001559204,0.0147395,0.084776403,0,14,17,145,74,291
G60135,60135,60135,B5,G6350,S,120094963,585903,42.1125054,-88.6708151,79913.72511,120680855,60135,2014-2018,6906,5.75045E-05,3982,0.576600058,2028,0.293657689,896,0.129742253,0.852447147,1,0.110338836,0,0.007964089,0,0.003330437,0.944219383,0,0.012776566,0.043004051,0.203687445,65435,0.020851434,0.15881459,0.449011125,0.025339926,0.015760198,0.069530284,0.020086527,0.014833127,0.889746417,0.097023153,0,0.01323043,0.012452939,0.116261398,0,,,,7,70
G60136,60136,60136,B5,G6350,S,18028331,4822,42.1051875,-88.3804241,28480.23131,18033154.7,60136,2014-2018,7742,0.000429435,5707,0.737148024,1692,0.218548179,343,0.044303797,0.600619995,1,0.170369414,0,0.081890984,0,0.134461379,0.898309362,0.024476407,0.034065102,0.043149129,0.448240379,104114,0.05244123,0,0.694242864,0.02394775,0.022496372,0.020319303,0,0.025399129,0.920535012,0.079464988,0,0,0.106819943,0.067747298,0,9,12,51,20,89
G60137,60137,60137,B5,G6350,S,28030826,581736,41.8652132,-88.0614791,43238.41685,28612558.21,60137,2014-2018,38279,0.001365604,20920,0.546513754,11171,0.29183103,6188,0.161655216,0.80926879,1,0.060633768,0,0.029258863,0,0.07703963,0.771719904,0.113567787,0.022786391,0.082821767,0.625682421,107332,0.051046266,0.046519762,0.642277675,0.011963442,0.009344835,0.046467447,0.013914562,0.018432943,0.768124666,0.075307651,0.156567683,0,0.03783346,0.104512067,0,28,35,240,63,455
G60139,60139,60139,B5,G6350,S,14380613,360439,41.9188772,-88.0780946,33202.03583,14741050.94,60139,2014-2018,34364,0.002389606,22554,0.656326388,8153,0.237254103,3657,0.106419509,0.338726574,0,0.312914678,0,0.071819346,0,0.225934117,0.922199902,0.026331506,0.013627233,0.03170639,0.264389819,65865,0.156355488,0.137542573,0.479566925,0.038106358,0.009871564,0.066235007,0.027863284,0.045908078,0.650783182,0.148887057,0.198186315,0.002143446,0.10263648,0.102436468,0,46,80,322,216,697
G60140,60140,60140,B5,G6350,S,212561847,133384,42.07904,-88.5132083,115297.5874,212695230.2,60140,2014-2018,17639,8.29829E-05,10222,0.57951131,5153,0.292136742,2264,0.128351947,0.871761438,1,0.092862407,0,0.008503883,0,0.0228471,0.867140761,0.004402303,0.001693193,0.106445423,0.393109541,94191,0.002777935,0.024539877,0.3763596,0.045061043,0.010987791,0.066037736,0.019755827,0.024084351,0.965230769,0.027076923,0.007692308,0,0.019842395,0.050074614,0,12,17,102,26,204
G60141,60141,60141,B5,G6350,S,1085472,0,41.8579031,-87.8380816,4966.694728,1085471.385,60141,2014-2018,216,0.000198992,18,0.083333333,60,0.277777778,138,0.638888889,0.574074074,1,0.078703704,0,0.347222222,0,0,0,1,0,0,0.033333333,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,6,134
G60142,60142,60142,B5,G6350,S,103928765,199183,42.1739143,-88.4446606,77164.24842,104127934.5,60142,2014-2018,28121,0.00027058,13424,0.47736567,6333,0.225205363,8364,0.297428968,0.800256036,1,0.110380143,0,0.020020625,0,0.05682586,0.874600236,0.023480895,0.004460529,0.081636088,0.361284212,76730,0.023043277,0.031476998,0.619836755,0.031494765,0.021436227,0.041718196,0.008409597,0.041553302,0.924291762,0.048762618,0.02694562,0,0.022687671,0.13066413,0,15,21,136,36,290
G60143,60143,60143,B5,G6350,S,17823557,700363,41.9753349,-88.022464,26071.21791,18523918.81,60143,2014-2018,10996,0.000616936,5384,0.489632594,3298,0.299927246,2314,0.21044016,0.796562386,1,0.119043288,0,0.019916333,0,0.050381957,0.879927429,0.047171367,0.011875309,0.047006432,0.372904339,92561,0.051746089,0.050380228,0.556200613,0.024350911,0.022738268,0.0411224,0.020803096,0.047411708,0.734958979,0.076116682,0.188924339,0,0.028560933,0.082937262,0,7,15,78,52,195
G60148,60148,60148,B5,G6350,S,35174780,627143,41.8735714,-88.0207665,42378.19214,35801907.76,60148,2014-2018,52963,0.001505709,30755,0.580688405,14064,0.26554387,8144,0.153767725,0.704265242,1,0.099692238,0,0.050072692,0,0.123312501,0.838093519,0.061491244,0.021447915,0.070048745,0.456268979,81504,0.072843306,0.062364532,0.569816943,0.018979708,0.017099475,0.050021286,0.024372073,0.032815382,0.670885489,0.06147427,0.267176634,0.000463607,0.057731372,0.120344828,0,59,90,419,133,734
G60152,60152,60152,B5,G6350,S,244537215,302338,42.237838,-88.6254568,100734.7571,244839571.8,60152,2014-2018,12345,5.04831E-05,6233,0.50490077,3863,0.312920211,2249,0.18217902,0.839773188,1,0.139489672,0,0.010692588,0,8.10045E-05,0.947253773,0.002333904,0.009802396,0.036875681,0.263133799,85133,0.025678412,0.094314964,0.481933292,0.018993206,0.018529957,0.043236566,0.034743669,0.043699815,0.844499078,0.101618521,0.00778529,0.046097111,0.058302163,0.146591157,0,,,,22,136
G60153,60153,60153,B5,G6350,S,7762452,0,41.8792824,-87.8432519,16665.38417,7762448.416,60153,2014-2018,23810,0.00306733,14370,0.603527929,6213,0.260940781,3227,0.135531289,0.036119278,0,0.273414532,0,0.675178496,1,0.006257875,0.846905232,0.085845778,0.022447638,0.026768104,0.136575107,48600,0.072910542,0.337711313,0.432044714,0.044806707,0.025989753,0.035584537,0.043968328,0.07713088,0.632008954,0.25584779,0.112143257,0,0.10767936,0.31846554,0,85,128,459,226,807
G60154,60154,60154,B5,G6350,S,12486281,0,41.8474703,-87.8916418,21790.26046,12486292.74,60154,2014-2018,16573,0.001327297,8096,0.4885054,4505,0.271827672,3972,0.239666928,0.552947565,1,0.215712303,0,0.171785434,0,0.038496349,0.871889952,0.038755981,0.010526316,0.055143541,0.415426252,80412,0.026790563,0.055360683,0.573472499,0.029435909,0.024627653,0.034595989,0.028614988,0.04960713,0.914248592,0.078677638,0.007073769,0,0.062302456,0.150373646,0,59,70,309,104,532
G60155,60155,60155,B5,G6350,S,4811215,0,41.8576793,-87.8562699,11435.10992,4811221.087,60155,2014-2018,7829,0.00162724,3782,0.483075744,2562,0.327244859,1485,0.189679397,0.149188913,0,0.034231703,0,0.744922723,1,0.030144335,0.79197861,0.102941176,0.027807487,0.04171123,0.188133621,49236,0.011240261,0.244694132,0.564665432,0.048135414,0.007405448,0.064533192,0.042581328,0.121131976,0.633996489,0.245172616,0.113224108,0.007606788,0.097969089,0.320536829,0,26,38,142,90,281
G60156,60156,60156,B5,G6350,S,29225174,593288,42.2036126,-88.3207012,39432.64168,29818459.8,60156,2014-2018,28886,0.000988394,19074,0.660319878,7629,0.26410718,2183,0.075572942,0.777539292,1,0.120715918,0,0.023783148,0,0.053382261,0.918978011,0.017241379,0.003873063,0.051974013,0.370341089,91066,0.038184588,0.04743083,0.572603917,0.027813594,0.016700436,0.055074599,0.021366734,0.03530423,0.924225381,0.038756519,0.029348604,0.007669496,0.058595373,0.050759309,0,17,27,133,46,301
G60157,60157,60157,B5,G6350,S,3863715,93663,41.9752521,-88.0560535,19015.7098,3957377.686,60157,2014-2018,2502,0.000647563,1370,0.54756195,667,0.266586731,465,0.185851319,0.895283773,1,0,0,0.004396483,0,0.097921663,0.811041991,0.095645412,0.008553655,0.084758942,0.413855422,105644,0.020783373,0,0.607505864,0.033620016,0.005473026,0.05629398,0.034401876,0.082095387,1,0,0,0,0.031663327,0.105263158,0,,,,6,28
G60160,60160,60160,B5,G6350,S,11518373,0,41.9041439,-87.8606637,25262.24621,11518361.36,60160,2014-2018,25412,0.002206214,17687,0.696009759,5058,0.199039824,2667,0.104950417,0.196127814,0,0.742877381,1,0.053203211,0,0.00688651,0.889154569,0.050469684,0.024850555,0.012553373,0.125069724,50571,0.200338423,0.17725796,0.342234423,0.038682306,0.030862657,0.070792779,0.064304134,0.043257632,0.436641773,0.372079017,0.133582269,0.055408335,0.15742383,0.301494477,0,57,111,371,254,782
G60162,60162,60162,B5,G6350,S,8286658,0,41.8675314,-87.9021835,16885.33429,8286661.355,60162,2014-2018,8165,0.000985319,4675,0.57256583,2353,0.288181261,1137,0.139252909,0.211512554,0,0.316717697,0,0.450949173,0,0.005143907,0.892874223,0.049736968,0.010282162,0.043519847,0.173491929,53728,0.056338028,0.145503537,0.431275136,0.061509345,0.028862077,0.060563047,0.048024604,0.066004258,0.717552534,0.091161928,0.191285538,0,0.063606474,0.249578983,0,26,52,165,83,282
G60163,60163,60163,B5,G6350,S,4171413,0,41.8888065,-87.9090619,14438.29775,4171406.733,60163,2014-2018,5161,0.001237231,2810,0.544468126,1620,0.313892656,731,0.141639217,0.292772718,0,0.369308274,0,0.287928696,0,0.033133114,0.917808219,0.016518936,0.012489927,0.020950846,0.218801539,64934,0.075566751,0.119673088,0.366880513,0.015236568,0.039294306,0.03127506,0.042902967,0.052927025,0.868217054,0.049280177,0.072535991,0.009966777,0.086998644,0.237594863,0,10,22,73,38,137
G60164,60164,60164,B5,G6350,S,12279812,0,41.9175071,-87.9007049,20703.67334,12279802.56,60164,2014-2018,21600,0.001758985,13391,0.619953704,5447,0.252175926,2762,0.12787037,0.326388889,0,0.617453704,1,0.028611111,0,0.018009259,0.923347752,0.028367367,0.013077155,0.022633538,0.129642806,60191,0.138472222,0.155396123,0.419456479,0.016935801,0.011027964,0.059669161,0.047656558,0.051595116,0.741654979,0.071528752,0.178401122,0.008415147,0.139781927,0.227904137,0,40,79,331,199,872
G60165,60165,60165,B5,G6350,S,880317,0,41.9032144,-87.8807131,4977.166475,880316.8388,60165,2014-2018,4923,0.005592304,3607,0.732683323,1059,0.215112736,257,0.052203941,0.047938249,0,0.885638838,1,0.026609791,0,0.031281739,0.882504288,0.042881647,0.032161235,0.018867925,0.066428571,59022,0.291082673,0.306962025,0.229723992,0.053503185,0.002547771,0.07388535,0.05477707,0.042462845,0.518361582,0.334745763,0.033898305,0.11299435,0.263254113,0.299050633,0,15,34,66,71,142
G60169,60169,60169,B5,G6350,S,19907625,223449,42.0508698,-88.1166149,48293.36965,20131076.68,60169,2014-2018,33667,0.001691161,20884,0.62031069,8947,0.265749844,3836,0.113939466,0.437371907,0,0.226512609,0,0.062524133,0,0.249888615,0.894473467,0.042727523,0.007918614,0.046301897,0.424465475,75275,0.170909199,0.075764098,0.54201024,0.026138507,0.01632983,0.064079763,0.03659391,0.052708165,0.622234827,0.158658131,0.219107042,0,0.083181288,0.121308653,0,24,46,236,143,485
G60171,60171,60171,B5,G6350,S,5847501,0,41.9250465,-87.8383725,11866.7039,5847493.234,60171,2014-2018,10148,0.001735442,5808,0.572329523,2836,0.279463934,1504,0.148206543,0.660130075,1,0.297004336,0,0.012317698,0,0.01182499,0.935601692,0.014994233,0.020376778,0.026143791,0.191848497,55508,0.144560505,0.120849934,0.380824545,0.028954938,0.008820709,0.043144775,0.059060403,0.090316395,0.490420503,0.371236626,0.136849963,0.001492909,0.117165944,0.231606906,0,22,33,160,52,274
G60172,60172,60172,B5,G6350,S,18073672,292993,41.9798501,-88.0896278,34797.31559,18366670.37,60172,2014-2018,24551,0.001358385,13912,0.566657163,7291,0.296973647,3348,0.136369191,0.751008106,1,0.102073235,0,0.040650075,0,0.081585271,0.894978784,0.042362093,0.008203678,0.047878359,0.392349597,85787,0.045049082,0.065424706,0.57164719,0.018503061,0.010851419,0.035754035,0.029632721,0.043405676,0.75817064,0.121777586,0.109481178,0.005285298,0.051289398,0.081170991,0,23,31,147,80,323
G60173,60173,60173,B5,G6350,S,15861904,9786,42.0515564,-88.0555224,22845.90824,15871692.87,60173,2014-2018,12162,0.000766743,8677,0.713451735,2423,0.199227101,1062,0.087321164,0.448281533,0,0.078769939,0,0.038562736,0,0.395576385,0.857587233,0.074790371,0.007708953,0.050040573,0.626638525,81250,0.272488078,0.046005268,0.698103267,0.011064278,0.010800843,0.044520548,0.016332982,0.029373024,0.284237726,0.179263566,0.536498708,0,0.057558717,0.078841089,0,8,10,73,23,134
G60174,60174,60174,B5,G6350,S,35839560,1581197,41.9306143,-88.2986778,56838.47091,37420768.11,60174,2014-2018,31405,0.000876266,16622,0.529278777,9545,0.303932495,5238,0.166788728,0.822544181,1,0.12176405,0,0.011622353,0,0.02732049,0.874038814,0.037226901,0.019406811,0.06121079,0.452293785,84957,0.057602293,0.078616604,0.557348426,0.020049371,0.011680414,0.066229153,0.037931242,0.036727076,0.747930083,0.144817541,0.107252377,0,0.052586069,0.107517413,0,16,24,213,48,418
G60175,60175,60175,B5,G6350,S,88256946,1092203,41.9481876,-88.3887014,65166.71568,89349162,60175,2014-2018,25734,0.00029158,14117,0.548573871,8561,0.332672729,3056,0.1187534,0.892166006,1,0.039752856,0,0.013989275,0,0.03229191,0.858309355,0.03826114,0.007776654,0.092075589,0.567439379,147625,0.011035984,0.020525657,0.669808452,0.011325631,0.009121313,0.047582852,0.005244755,0.037473396,0.993924666,0.006075334,0,0,0.012722238,0.032165207,0,21,23,168,32,296
G60176,60176,60176,B5,G6350,S,6862639,0,41.9581224,-87.8688828,14066.76146,6862637.542,60176,2014-2018,11704,0.001705466,6829,0.583475735,3373,0.288192071,1502,0.128332194,0.658321941,1,0.247265892,0,0.010338346,0,0.046223513,0.87582021,0.056266404,0.012631234,0.034612861,0.184147222,54617,0.247863978,0.11512468,0.332301678,0.043003747,0.014334582,0.059781723,0.121843949,0.094477928,0.497029703,0.300550055,0.202420242,0,0.139012303,0.295269168,0,14,25,122,56,249
G60177,60177,60177,B5,G6350,S,22136848,833281,41.9884809,-88.310167,31153.53982,22970128.53,60177,2014-2018,23109,0.001043916,14589,0.631312476,6315,0.273270154,2205,0.09541737,0.709031113,1,0.183391752,0,0.031719244,0,0.054956943,0.885726141,0.021078838,0.01186722,0.069128631,0.368471954,93388,0.049158337,0.065356856,0.565242073,0.015327224,0.023680156,0.037385451,0.016300381,0.029194713,0.865699208,0.10817942,0.025329815,0.000791557,0.037093807,0.112937717,0,10,23,115,52,277
G60178,60178,60178,B5,G6350,S,179553570,1415991,42.0081614,-88.6607286,87413.62745,180969580.6,60178,2014-2018,22413,0.000124826,13387,0.597287289,5773,0.25757373,3253,0.145138982,0.86423058,1,0.073484139,0,0.02864409,0,0.019586847,0.905858479,0.006881948,0.018881242,0.05902594,0.383630669,73524,0.022130014,0.09780917,0.490871689,0.031199109,0.028799177,0.059655438,0.026827805,0.03779892,0.771294816,0.167960722,0.028773693,0.03197077,0.051649091,0.115168203,0,9,11,108,14,196
